,deleted_responses,condition,article,consent,consent2,have_facebook_q,believe_climate_change_q,believer_doubter,post_trustworthy,post_accurate,like_post,share_post,recognize_source,burning_oil_co2,nuclear_power_co2,co2_methane,global_co2_increase,climate_change_human_activities,last_century_global_increase,today_concentration_already_occured,scientists_expect_warming_increase_melting,scientists_expect_increase_extreme_events,scientists_expect_increase_water_evap,scientists_expect_climate_change_evenly,feelings_toward_fb,gender,gender_text,age,education,politics,politics_text,conservative,post_type,post_trust
91,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,10.0,9.9,4.9,11.0,Yes,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Incorrect,4.7,Female,,59.0,Associate degree in college (2-year),Democrat,,Moderate,Real,9.95
92,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,5.0,11.0,Yes,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,2.4,Female,,27.0,Some college but no degree,Independent,,Very liberal,Real,10.0
94,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.4,7.7,3.2,1.0,Yes,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,4.2,Female,,23.0,Associate degree in college (2-year),Democrat,,Somewhat liberal,Real,8.55
96,,Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.1,5.2,-5.0,1.0,Yes,Correct,Incorrect,Incorrect,Correct,Correct,Do not know,Do not know,Correct,Correct,Incorrect,Incorrect,-3.6,Male,,62.0,Bachelor's degree in college (4-year),Republican,,Very conservative,Real,6.15
97,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.7,-5.0,1.0,Yes,Do not know,Correct,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Correct,-2.9,Female,,42.0,High school graduate (high school diploma or equivalent including GED),Independent,,Not sure/not interested in politics,Real,1.35
98,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,2.8,3.1,-5.0,1.0,Yes,Incorrect,Incorrect,Correct,Correct,Incorrect,Do not know,Do not know,Correct,Correct,Correct,Correct,3.5,Female,,22.0,Some college but no degree,Republican,,Somewhat conservative,Real,2.95
99,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,5.9,6.2,-5.0,1.0,Yes,Correct,Incorrect,Do not know,Correct,Incorrect,Do not know,Do not know,Correct,Do not know,Incorrect,Do not know,0.0,Female,,58.0,High school graduate (high school diploma or equivalent including GED),Other,ineligible not a U.S. citizen,Somewhat conservative,Real,6.050000000000001
100,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.2,8.2,-5.0,1.0,Yes,Correct,Correct,Do not know,Correct,Correct,Correct,Do not know,Correct,Do not know,Incorrect,Incorrect,0.1,Female,,21.0,Less than high school degree,No party/not interested in politics,,Moderate,Real,8.2
101,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,9.6,5.6,-5.0,1.0,Yes,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,Incorrect,Incorrect,Correct,Incorrect,Correct,3.6,Female,,22.0,High school graduate (high school diploma or equivalent including GED),No party/not interested in politics,,Not sure/not interested in politics,Real,7.6
103,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,-5.0,1.0,Yes,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,-3.9,Female,,37.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,10.0
104,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,9.2,9.3,-3.5,1.0,Yes,Correct,Correct,Do not know,Correct,Correct,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,2.8,Female,,41.0,Bachelor's degree in college (4-year),Republican,,Somewhat conservative,Real,9.25
105,,Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,5.1,6.4,-2.2,1.0,Yes,Do not know,Correct,Do not know,Do not know,Incorrect,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,-4.6,Female,,30.0,Associate degree in college (2-year),Democrat,,Not sure/not interested in politics,Real,5.75
106,,Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,8.1,8.1,-2.2,1.0,Yes,Correct,Correct,Do not know,Correct,Incorrect,Do not know,Do not know,Correct,Correct,Do not know,Do not know,-3.0,Male,,66.0,High school graduate (high school diploma or equivalent including GED),No party/not interested in politics,,Not sure/not interested in politics,Real,8.1
107,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,1.1,1.0,Yes,Correct,Incorrect,Do not know,Do not know,Correct,Correct,Incorrect,Correct,Correct,Do not know,Incorrect,1.1,Male,,25.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,10.0
108,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,7.7,7.9,-2.8,1.0,Yes,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Do not know,Correct,Correct,Correct,Correct,-2.1,Male,,37.0,Associate degree in college (2-year),Independent,,Moderate,Real,7.800000000000001
110,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,9.1,9.1,-4.1,1.0,Yes,Correct,Do not know,Do not know,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Incorrect,-4.0,Male,,56.0,Associate degree in college (2-year),Republican,,Somewhat conservative,Real,9.1
112,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.1,8.1,-5.0,1.0,Yes,Correct,Do not know,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Do not know,2.7,Male,,61.0,Some college but no degree,Independent,,Moderate,Real,8.1
113,,Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.0,4.9,-1.4,1.2000000000000002,Yes,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Correct,Correct,Do not know,Do not know,-3.6,Female,,63.0,Graduate or professional degree,Democrat,,Moderate,Real,5.45
114,,Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,6.0,5.0,-3.8,1.2999999999999998,Yes,Correct,Do not know,Correct,Do not know,Correct,Do not know,Incorrect,Correct,Do not know,Incorrect,Do not know,-0.9,Male,,62.0,Bachelor's degree in college (4-year),Republican,,Somewhat conservative,Real,5.5
116,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,3.0,2.7,-4.0,2.0,Yes,Do not know,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Correct,Do not know,Incorrect,Do not know,1.9,Female,,25.0,Some college but no degree,No party/not interested in politics,,Not sure/not interested in politics,Real,2.85
117,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,8.1,7.1,-4.0,2.0,Yes,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,2.2,Male,,49.0,Bachelor's degree in college (4-year),Republican,,Very conservative,Real,7.6
118,,Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,7.4,4.9,-3.0,2.4,Yes,Do not know,Incorrect,Do not know,Do not know,Incorrect,Correct,Correct,Incorrect,Incorrect,Do not know,Incorrect,-1.2,Male,,21.0,Some college but no degree,Republican,,Somewhat conservative,Real,6.15
119,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,4.6,6.9,0.0,2.5,Yes,Do not know,Do not know,Incorrect,Do not know,Incorrect,Correct,Do not know,Correct,Do not know,Do not know,Do not know,0.0,Female,,51.0,Bachelor's degree in college (4-year),Independent,,Somewhat liberal,Real,5.75
120,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,3.0,3.0,0.0,2.6,Yes,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,3.9,Female,,30.0,Some college but no degree,Republican,,Not sure/not interested in politics,Real,3.0
121,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,8.1,8.0,-3.2,2.8,Yes,Correct,Incorrect,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Incorrect,-0.9,Male,,62.0,Bachelor's degree in college (4-year),Democrat,,Somewhat conservative,Real,8.05
122,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,9.3,9.4,0.0,2.9,Yes,Correct,Incorrect,Incorrect,Do not know,Incorrect,Do not know,Do not know,Do not know,Do not know,Incorrect,Incorrect,2.2,Male,,38.0,Bachelor's degree in college (4-year),Independent,,Somewhat conservative,Real,9.350000000000001
123,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.2,5.6,-1.7,2.9,Yes,Do not know,Do not know,Do not know,Do not know,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,-4.1,Male,,49.0,Bachelor's degree in college (4-year),Republican,,Very conservative,Real,5.9
124,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,4.9,5.0,-2.0,2.9,Yes,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Incorrect,Incorrect,Correct,Do not know,2.8,Male,,59.0,Less than high school degree,Democrat,,Moderate,Real,4.95
125,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,5.6,4.7,-5.0,3.0,Yes,Correct,Incorrect,Do not know,Correct,Do not know,Do not know,Do not know,Correct,Correct,Do not know,Incorrect,-2.1,Male,,43.0,Associate degree in college (2-year),No party/not interested in politics,,Not sure/not interested in politics,Real,5.15
126,,Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,5.2,5.0,-4.3,3.0,Yes,Do not know,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Correct,Do not know,Do not know,-0.8,Female,,60.0,Bachelor's degree in college (4-year),Independent,,Not sure/not interested in politics,Real,5.1
127,,Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,7.1,7.1,0.1,3.0,Yes,Correct,Correct,Do not know,Correct,Do not know,Do not know,Incorrect,Correct,Correct,Do not know,Incorrect,-3.0,Male,,60.0,Bachelor's degree in college (4-year),Republican,,Somewhat conservative,Real,7.1
130,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,6.0,5.7,-2.1,3.5,Yes,Correct,Incorrect,Incorrect,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Do not know,Do not know,-1.2,Female,,44.0,Bachelor's degree in college (4-year),Republican,,Somewhat conservative,Real,5.85
131,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.6,5.5,-2.4,3.6,Yes,Correct,Do not know,Do not know,Correct,Correct,Do not know,Do not know,Correct,Correct,Correct,Correct,1.2,Male,,20.0,High school graduate (high school diploma or equivalent including GED),No party/not interested in politics,,Not sure/not interested in politics,Real,5.55
132,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.1,6.1,0.0,3.7,Yes,Correct,Correct,Do not know,Correct,Correct,Do not know,Do not know,Correct,Correct,Do not know,Correct,2.1,Other (please specify),,32.0,Graduate or professional degree,Republican,,Moderate,Real,6.1
133,,Control,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,7.9,7.4,-1.4,3.8,Yes,Correct,Correct,Do not know,Correct,Do not know,Correct,Do not know,Correct,Do not know,Do not know,Incorrect,-1.8,Female,,48.0,Graduate or professional degree,Republican,,Somewhat conservative,Real,7.65
134,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.0,7.0,-2.1,3.9,Yes,Correct,Incorrect,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,-1.0,Male,,49.0,Some college but no degree,Democrat,,Somewhat liberal,Real,7.0
135,,Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.6,8.9,-0.7,3.9,Yes,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,1.2,Female,,49.0,Bachelor's degree in college (4-year),Independent,,Moderate,Real,9.25
136,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.3,8.5,-2.1,4.0,Yes,Correct,Do not know,Incorrect,Correct,Correct,Correct,Do not know,Correct,Correct,Correct,Incorrect,-5.0,Male,,27.0,Associate degree in college (2-year),Democrat,,Moderate,Real,8.9
137,,Enhanced Guidelines,NASA,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.4,7.3,2.5,4.0,Yes,Correct,Correct,Incorrect,Do not know,Correct,Correct,Do not know,Correct,Correct,Incorrect,Correct,3.4,Female,,22.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Somewhat liberal,Real,7.35
